Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
1998-11-10,Finding Nemo 5,A compelling story about family.,1.931694,11405,6.3,en,"Action, Documentary",https://image.tmdb.org/t/p/original/85942.jpg
2005-09-14,Inside the Yellow Cocoon Shell,A compelling story about love.,18.278101,7403,5.7,en,"Music, Western",https://image.tmdb.org/t/p/original/96778.jpg
2008-10-02,Godzilla Minus One,A compelling story about discovery.,19.544649,4413,7.1,ko,"Thriller, Adventure",https://image.tmdb.org/t/p/original/38673.jpg
1994-01-17,Another Round 3,A compelling story about survival.,20.911186,3556,5.6,en,Fantasy,https://image.tmdb.org/t/p/original/30636.jpg
1996-09-14,Speak No Evil,A compelling story about adventure.,6.223164,3987,5.9,en,Western,https://image.tmdb.org/t/p/original/23592.jpg
2016-02-15,Babylon 3,A compelling story about adventure.,0.30452,28903,7.9,en,"Action, Family",https://image.tmdb.org/t/p/original/53263.jpg
2006-06-09,Passages,A compelling story about love.,67.056929,9398,7.8,pt,"Drama, Romance, Family",https://image.tmdb.org/t/p/original/27022.jpg
1995-09-01,The Lion King,A compelling story about friendship.,5.77747,19805,6.4,it,"War, Family",https://image.tmdb.org/t/p/original/85246.jpg
1997-12-22,Titanic,A compelling story about love.,22.541858,8998,5.4,en,"Adventure, Crime",https://image.tmdb.org/t/p/original/85832.jpg
2019-03-26,The Matrix,A compelling story about friendship.,24.526404,3902,4.2,es,Comedy,https://image.tmdb.org/t/p/original/57288.jpg
2001-07-02,Babylon 5,A compelling story about friendship.,18.832551,23718,6.0,hi,Fantasy,https://image.tmdb.org/t/p/original/85177.jpg
1995-07-23,The Eight Mountains,A compelling story about discovery.,7.505724,24736,6.8,en,"History, TV Movie",https://image.tmdb.org/t/p/original/61956.jpg
2009-06-19,The Lion King,A compelling story about justice.,6.324272,14018,5.3,en,History,https://image.tmdb.org/t/p/original/20351.jpg
2019-11-15,Parasite,A compelling story about love.,18.209567,3259,6.2,en,"Action, Mystery",https://image.tmdb.org/t/p/original/69189.jpg
2006-06-28,American Beauty,A compelling story about war.,40.212588,121,5.8,en,"Drama, History",https://image.tmdb.org/t/p/original/92085.jpg
2001-04-06,Knives Out,A compelling story about discovery.,58.649039,17076,4.1,zh,"Western, Drama, Action",https://image.tmdb.org/t/p/original/14610.jpg
1995-12-20,Passages,A compelling story about justice.,2.238883,17555,6.3,ja,"Romance, Western, War",https://image.tmdb.org/t/p/original/76651.jpg
2006-11-04,Drive My Car,A compelling story about love.,3.364317,7410,6.7,es,History,https://image.tmdb.org/t/p/original/78646.jpg
2017-09-01,Dick Johnson Is Dead,A compelling story about justice.,57.912765,2389,6.4,en,"Comedy, Romance, Mystery",https://image.tmdb.org/t/p/original/56978.jpg
1990-07-04,BlacKkKlansman,A compelling story about adventure.,26.676712,13190,8.1,hi,Music,https://image.tmdb.org/t/p/original/45109.jpg
1990-03-21,Broker,A compelling story about adventure.,42.910571,21820,5.8,en,"Horror, Thriller, Science Fiction",https://image.tmdb.org/t/p/original/81225.jpg
2020-08-23,Broker,A compelling story about justice.,4.528795,8362,5.7,en,Western,https://image.tmdb.org/t/p/original/24778.jpg
2015-11-24,Ma Rainey's Black Bottom 4,A compelling story about justice.,17.714545,17819,8.8,en,Fantasy,https://image.tmdb.org/t/p/original/83369.jpg
2021-05-20,The Gentlemen 3,A compelling story about love.,24.155574,20055,4.7,es,"Horror, History",https://image.tmdb.org/t/p/original/76963.jpg
2013-12-22,Tár 5,A compelling story about adventure.,22.79568,8479,5.5,ja,Romance,https://image.tmdb.org/t/p/original/28148.jpg
2015-05-03,Cabrini,A compelling story about justice.,10.490098,27977,6.6,en,Family,https://image.tmdb.org/t/p/original/66642.jpg
1998-03-01,The Innocent,A compelling story about adventure.,0.310292,9758,7.6,de,Animation,https://image.tmdb.org/t/p/original/44955.jpg
2002-02-27,BlacKkKlansman,A compelling story about discovery.,17.489835,23434,7.3,en,"Drama, Animation, Crime",https://image.tmdb.org/t/p/original/89131.jpg
1991-12-07,The Dark Knight 2,A compelling story about survival.,5.836521,20986,5.0,en,"Animation, Adventure, Comedy",https://image.tmdb.org/t/p/original/96649.jpg
1991-04-16,Judy,A compelling story about survival.,11.965987,23924,8.2,en,Adventure,https://image.tmdb.org/t/p/original/92661.jpg
1999-11-08,Inside the Yellow Cocoon Shell,A compelling story about family.,63.203185,10117,6.8,en,War,https://image.tmdb.org/t/p/original/11887.jpg
2017-11-28,Get Out,A compelling story about survival.,10.184382,12952,5.2,ja,"Thriller, Drama",https://image.tmdb.org/t/p/original/98950.jpg
2002-02-10,Sound of Metal 3,A compelling story about friendship.,36.626845,19501,5.3,it,"War, Action, Adventure",https://image.tmdb.org/t/p/original/87286.jpg
2019-03-16,May December,A compelling story about survival.,4.178419,16696,6.3,en,"Thriller, War",https://image.tmdb.org/t/p/original/42849.jpg
2017-01-04,The Wolf of Wall Street 5,A compelling story about love.,22.322932,4543,8.8,en,"TV Movie, Comedy, Mystery",https://image.tmdb.org/t/p/original/21040.jpg
2000-03-24,Nope 3,A compelling story about friendship.,75.45127,19167,6.5,ko,"Science Fiction, Action, Romance",https://image.tmdb.org/t/p/original/34055.jpg
2018-08-16,Titanic 3,A compelling story about family.,2.149324,23593,8.8,en,"Romance, TV Movie",https://image.tmdb.org/t/p/original/58634.jpg
1991-08-19,Tár 5,A compelling story about love.,0.167095,4291,7.3,en,"TV Movie, History, Drama",https://image.tmdb.org/t/p/original/50270.jpg
2005-04-10,Maestro 4,A compelling story about love.,11.368487,27831,4.7,en,Animation,https://image.tmdb.org/t/p/original/73406.jpg
2015-01-11,Shiva Baby,A compelling story about adventure.,1.944,4778,7.9,en,"Horror, Adventure",https://image.tmdb.org/t/p/original/28207.jpg
1990-02-21,The Holdovers,A compelling story about family.,27.597051,29955,5.1,en,"War, Drama, Family",https://image.tmdb.org/t/p/original/49068.jpg
2017-07-28,The Shape of Water 4,A compelling story about war.,49.196165,17394,5.5,en,"Animation, Documentary, Thriller",https://image.tmdb.org/t/p/original/65740.jpg
2021-12-19,Compartment No. 6,A compelling story about war.,11.383965,28420,6.5,en,History,https://image.tmdb.org/t/p/original/36746.jpg
2008-01-16,Memory Box,A compelling story about love.,5.987312,12208,6.2,en,"Adventure, Comedy, Fantasy",https://image.tmdb.org/t/p/original/38056.jpg
2015-08-17,Broker,A compelling story about adventure.,11.397481,29364,7.3,en,Music,https://image.tmdb.org/t/p/original/14393.jpg
2021-04-23,Bardo,A compelling story about discovery.,25.707115,18112,6.8,es,"Drama, Family",https://image.tmdb.org/t/p/original/35841.jpg
1993-09-01,Malcolm & Marie,A compelling story about war.,0.181908,7179,6.1,ja,"Mystery, TV Movie",https://image.tmdb.org/t/p/original/49650.jpg
2017-10-11,Nomadland,A compelling story about family.,17.805345,7371,8.2,en,"TV Movie, Fantasy, Thriller",https://image.tmdb.org/t/p/original/54496.jpg
1994-05-21,Broker,A compelling story about adventure.,19.001692,3840,5.6,en,"Family, TV Movie, History",https://image.tmdb.org/t/p/original/80576.jpg
2016-08-04,The Zone of Interest,A compelling story about family.,20.305005,23548,5.0,en,Western,https://image.tmdb.org/t/p/original/47399.jpg
2021-10-21,Green Book,A compelling story about justice.,5.54202,21414,6.8,en,"Drama, Thriller",https://image.tmdb.org/t/p/original/10558.jpg
2012-08-23,Phantom Thread 5,A compelling story about war.,25.038957,27767,6.2,ja,Music,https://image.tmdb.org/t/p/original/86937.jpg
2017-01-06,Decision to Leave,A compelling story about war.,1.916819,2892,6.5,en,"TV Movie, Action, Animation",https://image.tmdb.org/t/p/original/96225.jpg
2008-12-07,Avengers: Endgame,A compelling story about friendship.,4.444638,1008,7.1,en,"Family, Music",https://image.tmdb.org/t/p/original/46070.jpg
2020-06-15,Fast Color,A compelling story about survival.,41.987995,15952,6.0,en,"History, Romance, Crime",https://image.tmdb.org/t/p/original/35099.jpg
2004-09-08,Men,A compelling story about love.,26.843494,16678,8.4,en,Adventure,https://image.tmdb.org/t/p/original/15486.jpg
2011-10-28,A Star Is Born 5,A compelling story about survival.,0.276818,16256,6.5,en,Documentary,https://image.tmdb.org/t/p/original/76368.jpg
2019-03-10,Decision to Leave,A compelling story about adventure.,5.710389,25006,5.7,zh,Adventure,https://image.tmdb.org/t/p/original/84777.jpg
2014-07-27,American Fiction,A compelling story about war.,4.826315,18554,6.9,de,Action,https://image.tmdb.org/t/p/original/48896.jpg
2013-08-26,Bridge of Spies,A compelling story about survival.,6.316318,3075,6.1,en,Crime,https://image.tmdb.org/t/p/original/42360.jpg
2000-10-07,Minari,A compelling story about survival.,5.688674,10477,6.3,ko,"War, Mystery",https://image.tmdb.org/t/p/original/93860.jpg
2008-12-24,Women Talking,A compelling story about family.,1.291331,17888,4.9,en,Comedy,https://image.tmdb.org/t/p/original/67089.jpg
1995-11-16,Three Billboards Outside Ebbing Missouri 4,A compelling story about survival.,12.284521,12086,5.0,en,"Family, TV Movie",https://image.tmdb.org/t/p/original/63871.jpg
1998-03-07,Godzilla Minus One,A compelling story about adventure.,26.390178,21017,7.5,hi,"Horror, Music",https://image.tmdb.org/t/p/original/65075.jpg
2000-10-16,Uncut Gems,A compelling story about war.,18.665265,2553,4.7,en,"Music, Adventure",https://image.tmdb.org/t/p/original/48827.jpg
1996-07-16,The Innocent,A compelling story about friendship.,22.348055,28712,6.1,hi,"Comedy, War",https://image.tmdb.org/t/p/original/74621.jpg
2009-04-07,Maestro,A compelling story about love.,1.69263,28843,6.6,fr,Science Fiction,https://image.tmdb.org/t/p/original/98134.jpg
1993-01-12,The Avengers,A compelling story about survival.,60.519999,10043,7.9,pt,"Mystery, Animation, History",https://image.tmdb.org/t/p/original/15106.jpg
2006-06-22,Knives Out,A compelling story about friendship.,36.463991,21194,5.6,it,Mystery,https://image.tmdb.org/t/p/original/53612.jpg
2000-03-27,Living,A compelling story about justice.,32.70438,25307,7.1,en,"Crime, History",https://image.tmdb.org/t/p/original/50579.jpg
2022-01-26,Booksmart,A compelling story about friendship.,34.630281,1411,6.1,ko,"Family, Romance",https://image.tmdb.org/t/p/original/99900.jpg
1994-06-14,Compartment No. 6 3,A compelling story about survival.,53.975024,16839,3.6,en,"Thriller, Action",https://image.tmdb.org/t/p/original/71981.jpg
1997-10-08,Roma,A compelling story about survival.,15.716391,27377,6.3,es,"Animation, Western",https://image.tmdb.org/t/p/original/22753.jpg
1997-09-08,Pieces of a Woman,A compelling story about friendship.,4.469923,4532,6.1,en,TV Movie,https://image.tmdb.org/t/p/original/85984.jpg
2021-05-11,Braveheart 5,A compelling story about survival.,19.183109,20161,6.7,es,Adventure,https://image.tmdb.org/t/p/original/84852.jpg
2012-01-25,The Father 3,A compelling story about survival.,27.164364,2561,5.4,it,"Documentary, Mystery, Fantasy",https://image.tmdb.org/t/p/original/62316.jpg
2007-03-28,Booksmart,A compelling story about friendship.,26.781911,22040,5.6,ja,"Comedy, Drama, Horror",https://image.tmdb.org/t/p/original/25443.jpg
2022-10-22,Corsage 2,A compelling story about family.,14.739851,26553,7.6,ja,"Western, Thriller, Fantasy",https://image.tmdb.org/t/p/original/39477.jpg
1996-12-02,The Lighthouse,A compelling story about love.,1.418295,20282,5.8,ko,"Western, Music, Mystery",https://image.tmdb.org/t/p/original/99209.jpg
2018-08-27,Hell or High Water,A compelling story about survival.,9.276072,4826,3.9,en,"Crime, Music",https://image.tmdb.org/t/p/original/98215.jpg
1997-02-26,Finding Nemo,A compelling story about family.,50.707149,19125,6.8,ko,Thriller,https://image.tmdb.org/t/p/original/16064.jpg
1996-09-02,Return to Seoul,A compelling story about survival.,17.562994,7709,7.2,es,"Drama, Animation",https://image.tmdb.org/t/p/original/67233.jpg
2022-02-06,Evil Does Not Exist 2,A compelling story about love.,15.458183,2639,7.2,ja,"Thriller, Animation",https://image.tmdb.org/t/p/original/88149.jpg
1997-04-12,The Silence of the Lambs 5,A compelling story about love.,6.262829,7697,5.5,pt,Music,https://image.tmdb.org/t/p/original/57267.jpg
2000-12-10,The Matrix,A compelling story about love.,9.191529,10166,6.2,en,Science Fiction,https://image.tmdb.org/t/p/original/73023.jpg
2018-09-16,Compartment No. 6,A compelling story about war.,45.141929,17451,6.8,en,Music,https://image.tmdb.org/t/p/original/16681.jpg
1996-03-21,Call Me by Your Name,A compelling story about family.,21.960032,29417,7.4,ja,"Music, Mystery",https://image.tmdb.org/t/p/original/71776.jpg
2013-06-27,The Teachers' Lounge,A compelling story about survival.,30.965636,6844,6.8,en,Drama,https://image.tmdb.org/t/p/original/26219.jpg
1998-02-28,Origin 2,A compelling story about discovery.,12.115383,25343,7.1,en,"Drama, Fantasy",https://image.tmdb.org/t/p/original/39215.jpg
2002-08-14,The Martian 3,A compelling story about survival.,19.898413,18189,5.3,ko,History,https://image.tmdb.org/t/p/original/12484.jpg
1990-04-27,The Dark Knight,A compelling story about survival.,5.710584,26229,3.5,en,"War, Animation, Adventure",https://image.tmdb.org/t/p/original/75909.jpg
2020-06-10,Nyad,A compelling story about friendship.,24.446866,4859,7.5,hi,Action,https://image.tmdb.org/t/p/original/13833.jpg
2022-03-03,The Martian,A compelling story about family.,11.158391,15792,5.1,pt,Documentary,https://image.tmdb.org/t/p/original/30271.jpg
2007-06-23,Call Me by Your Name,A compelling story about justice.,11.687488,15837,6.0,en,"Documentary, Action",https://image.tmdb.org/t/p/original/96370.jpg
2016-06-21,Uncut Gems,A compelling story about love.,20.957756,24609,7.2,it,Crime,https://image.tmdb.org/t/p/original/95740.jpg
2005-03-25,Tenet 2,A compelling story about discovery.,55.065331,9441,6.2,en,"Science Fiction, Mystery",https://image.tmdb.org/t/p/original/76644.jpg
2023-07-26,All of Us Strangers,A compelling story about war.,1.322932,4160,7.0,it,Mystery,https://image.tmdb.org/t/p/original/72741.jpg
2004-03-26,Monster 5,A compelling story about family.,34.830063,11299,9.1,en,"Crime, Music",https://image.tmdb.org/t/p/original/79608.jpg
2017-07-14,Malcolm & Marie,A compelling story about justice.,6.917049,9506,6.9,ko,"Western, Music, Thriller",https://image.tmdb.org/t/p/original/51959.jpg
2019-09-26,Close 2,A compelling story about family.,11.736843,23341,5.3,en,"Thriller, History, War",https://image.tmdb.org/t/p/original/30918.jpg
2013-01-15,Pulp Fiction,A compelling story about survival.,0.44314,6480,4.5,de,Comedy,https://image.tmdb.org/t/p/original/74644.jpg
1999-01-23,Once Upon a Time in Hollywood,A compelling story about justice.,7.163409,13267,7.0,it,TV Movie,https://image.tmdb.org/t/p/original/27484.jpg
2023-02-03,Preparations to Be Together,A compelling story about adventure.,13.968471,27128,6.3,en,"TV Movie, History",https://image.tmdb.org/t/p/original/44983.jpg
2011-06-13,The Midnight Sky 3,A compelling story about war.,1.156313,23573,4.5,ja,Animation,https://image.tmdb.org/t/p/original/50713.jpg
2000-07-02,Living 4,A compelling story about discovery.,13.509907,3722,7.6,hi,"Documentary, Thriller",https://image.tmdb.org/t/p/original/14094.jpg
2015-01-22,Midsommar 2,A compelling story about adventure.,52.376249,28541,7.1,fr,"Crime, Animation",https://image.tmdb.org/t/p/original/64590.jpg
1999-10-02,Decision to Leave,A compelling story about survival.,2.22742,12731,6.2,it,"Fantasy, Adventure, History",https://image.tmdb.org/t/p/original/83926.jpg
2023-05-14,The Matrix 3,A compelling story about friendship.,28.915854,12505,8.8,en,"War, Animation",https://image.tmdb.org/t/p/original/54242.jpg
2015-11-23,The Martian,A compelling story about friendship.,10.541507,12430,7.4,en,Romance,https://image.tmdb.org/t/p/original/35119.jpg
2009-12-24,Downsizing 5,A compelling story about adventure.,21.29429,21852,5.0,en,"Comedy, Romance",https://image.tmdb.org/t/p/original/58630.jpg
2010-06-01,Corsage,A compelling story about discovery.,6.028497,5325,7.6,en,Romance,https://image.tmdb.org/t/p/original/19610.jpg
2007-09-20,"Quo Vadis, Aida?",A compelling story about adventure.,3.474982,5391,6.5,en,"History, TV Movie, Animation",https://image.tmdb.org/t/p/original/75296.jpg
1999-12-13,Crimes of the Future,A compelling story about friendship.,3.498085,9507,8.5,de,"Crime, Mystery, Family",https://image.tmdb.org/t/p/original/20518.jpg
2018-11-07,American Fiction,A compelling story about love.,1.461996,29050,7.3,en,"TV Movie, Crime, Science Fiction",https://image.tmdb.org/t/p/original/70972.jpg
2018-12-12,Joker,A compelling story about discovery.,4.10722,19568,6.8,en,"History, Animation, Western",https://image.tmdb.org/t/p/original/26341.jpg
2015-04-10,Borat Subsequent Moviefilm,A compelling story about discovery.,21.825945,13504,6.7,it,"Music, Action",https://image.tmdb.org/t/p/original/25841.jpg
1995-01-18,Whiplash,A compelling story about justice.,42.689043,28214,4.8,en,"Science Fiction, Family, Drama",https://image.tmdb.org/t/p/original/82619.jpg
2011-07-24,Never Rarely Sometimes Always,A compelling story about family.,33.653691,22781,5.6,en,Adventure,https://image.tmdb.org/t/p/original/76762.jpg
1998-09-18,Mank,A compelling story about adventure.,23.112182,25367,6.5,en,"TV Movie, Thriller, Adventure",https://image.tmdb.org/t/p/original/26724.jpg
2008-04-03,Midsommar 2,A compelling story about war.,2.340383,23161,4.6,en,TV Movie,https://image.tmdb.org/t/p/original/28741.jpg
2022-09-10,Borat Subsequent Moviefilm 5,A compelling story about friendship.,6.82693,16960,6.8,pt,Fantasy,https://image.tmdb.org/t/p/original/20165.jpg
2023-06-25,Parasite,A compelling story about love.,7.415677,15762,5.3,ko,Western,https://image.tmdb.org/t/p/original/42486.jpg
2000-01-01,The Favourite,A compelling story about family.,5.752493,4632,5.7,en,"Music, Crime, Thriller",https://image.tmdb.org/t/p/original/25717.jpg
2006-04-27,Io Capitano,A compelling story about love.,14.472361,4142,7.1,en,History,https://image.tmdb.org/t/p/original/68167.jpg
2009-12-14,Forrest Gump 3,A compelling story about discovery.,15.338192,28859,5.5,zh,"Science Fiction, Family, Fantasy",https://image.tmdb.org/t/p/original/29040.jpg
2022-02-24,Triangle of Sadness,A compelling story about love.,8.828665,8840,6.8,zh,"History, Mystery",https://image.tmdb.org/t/p/original/40344.jpg
1993-06-09,Pain and Glory,A compelling story about love.,8.732589,28286,6.4,en,History,https://image.tmdb.org/t/p/original/59210.jpg
2022-06-04,Spider-Man: No Way Home,A compelling story about adventure.,35.269925,7005,4.9,ja,"Fantasy, Thriller",https://image.tmdb.org/t/p/original/19210.jpg
1993-11-04,Happening 5,A compelling story about family.,31.14572,20561,7.3,en,"Western, Romance",https://image.tmdb.org/t/p/original/36764.jpg
2018-05-19,Titanic,A compelling story about family.,7.357487,26985,7.3,en,"Western, Comedy",https://image.tmdb.org/t/p/original/26474.jpg
1990-08-11,Corsage,A compelling story about adventure.,49.019021,2680,7.4,en,Comedy,https://image.tmdb.org/t/p/original/94875.jpg
2005-12-19,Guillermo del Toro's Pinocchio,A compelling story about love.,61.073592,9374,8.5,pt,Action,https://image.tmdb.org/t/p/original/81361.jpg
2004-06-10,Compartment No. 6,A compelling story about survival.,7.912549,26306,5.7,it,Music,https://image.tmdb.org/t/p/original/14962.jpg
2008-11-26,Portrait of a Lady on Fire 3,A compelling story about discovery.,8.752276,24690,3.9,en,Documentary,https://image.tmdb.org/t/p/original/12785.jpg
1998-12-13,Lady Bird,A compelling story about family.,14.089589,18076,5.4,de,"Animation, TV Movie, Western",https://image.tmdb.org/t/p/original/15992.jpg
2023-12-08,The Son,A compelling story about war.,56.645352,28902,7.4,en,"Western, Music",https://image.tmdb.org/t/p/original/23747.jpg
1996-06-17,Cold War,A compelling story about justice.,41.801062,10051,6.1,en,"War, Animation, Documentary",https://image.tmdb.org/t/p/original/88648.jpg
2002-06-15,Barbie,A compelling story about adventure.,2.164358,9064,4.5,en,Romance,https://image.tmdb.org/t/p/original/53790.jpg
1996-03-23,Saltburn 5,A compelling story about discovery.,9.97566,11647,4.2,fr,"War, TV Movie, Romance",https://image.tmdb.org/t/p/original/89682.jpg
2017-07-03,The Promised Land 5,A compelling story about survival.,16.120549,10767,7.9,en,"Adventure, TV Movie",https://image.tmdb.org/t/p/original/49196.jpg
1995-01-14,Shiva Baby,A compelling story about adventure.,13.988637,8500,6.9,en,"War, Documentary, Family",https://image.tmdb.org/t/p/original/10557.jpg
1998-08-07,Whiplash,A compelling story about war.,4.310033,27494,5.6,en,Family,https://image.tmdb.org/t/p/original/78409.jpg
2018-02-12,Io Capitano 3,A compelling story about discovery.,39.153935,12339,8.5,fr,"Comedy, Animation",https://image.tmdb.org/t/p/original/93676.jpg
2023-07-19,Toy Story 4,A compelling story about family.,22.598393,780,9.4,en,Western,https://image.tmdb.org/t/p/original/72096.jpg
2023-07-28,Parasite,A compelling story about adventure.,36.39187,27125,7.4,en,"Documentary, Western",https://image.tmdb.org/t/p/original/43121.jpg
2006-10-16,Black Widow,A compelling story about survival.,39.1465,26048,7.1,en,"Fantasy, History",https://image.tmdb.org/t/p/original/91381.jpg
2017-08-23,Everything Everywhere All at Once,A compelling story about survival.,27.594786,3864,6.8,en,"Science Fiction, Action",https://image.tmdb.org/t/p/original/56482.jpg
2021-12-14,The Silence of the Lambs 4,A compelling story about friendship.,11.568197,3128,7.2,fr,Animation,https://image.tmdb.org/t/p/original/14005.jpg
2000-03-17,The Zone of Interest,A compelling story about justice.,18.860229,18526,8.6,hi,"Mystery, War",https://image.tmdb.org/t/p/original/38557.jpg
1998-08-23,Close,A compelling story about discovery.,3.49577,9911,5.0,en,"Comedy, Adventure, Animation",https://image.tmdb.org/t/p/original/36666.jpg
2019-03-23,Maestro,A compelling story about discovery.,22.395416,23619,5.8,de,"Drama, Documentary, Fantasy",https://image.tmdb.org/t/p/original/43312.jpg
2022-09-04,Crimes of the Future 3,A compelling story about discovery.,3.950814,17384,6.1,en,"Adventure, Thriller",https://image.tmdb.org/t/p/original/64096.jpg
2003-08-16,Problemista,A compelling story about family.,23.680109,17104,6.9,en,Adventure,https://image.tmdb.org/t/p/original/68173.jpg
1992-12-06,Malcolm & Marie 2,A compelling story about survival.,5.216861,20698,8.1,en,"Comedy, History, Animation",https://image.tmdb.org/t/p/original/13815.jpg
2013-02-20,Arrival 2,A compelling story about friendship.,2.501092,21761,6.7,es,"Documentary, Family",https://image.tmdb.org/t/p/original/58200.jpg
2016-02-04,Killers of the Flower Moon,A compelling story about family.,3.613286,13532,7.0,ko,"Music, Science Fiction",https://image.tmdb.org/t/p/original/70124.jpg
2013-10-10,Past Lives 5,A compelling story about survival.,0.039882,48,7.0,es,"Horror, Fantasy",https://image.tmdb.org/t/p/original/68827.jpg
1992-09-05,If Beale Street Could Talk,A compelling story about war.,25.369488,17669,6.2,en,"Comedy, Science Fiction",https://image.tmdb.org/t/p/original/36415.jpg
1997-06-10,Whiplash,A compelling story about friendship.,26.365317,16012,5.7,de,Drama,https://image.tmdb.org/t/p/original/61517.jpg
2013-05-10,The Holdovers 5,A compelling story about adventure.,14.469379,23463,6.3,ja,Animation,https://image.tmdb.org/t/p/original/97819.jpg
2021-01-26,The Holdovers,A compelling story about survival.,3.519542,4867,5.4,en,"Horror, Fantasy",https://image.tmdb.org/t/p/original/44953.jpg
1999-03-26,Room,A compelling story about survival.,1.74505,16322,5.4,hi,"Science Fiction, Mystery, Music",https://image.tmdb.org/t/p/original/24765.jpg
2016-01-10,Herself,A compelling story about survival.,0.386286,1446,6.6,en,"TV Movie, Animation",https://image.tmdb.org/t/p/original/47090.jpg
2008-04-06,The Batman 3,A compelling story about survival.,3.6244,27579,5.6,ja,"Western, Animation",https://image.tmdb.org/t/p/original/17887.jpg
2021-01-04,Bardo,A compelling story about survival.,44.301658,26055,8.4,en,"Mystery, Music",https://image.tmdb.org/t/p/original/32958.jpg
2012-02-28,Triangle of Sadness,A compelling story about family.,5.529221,18493,6.4,de,"Animation, Science Fiction",https://image.tmdb.org/t/p/original/34014.jpg
1992-07-16,Tár 5,A compelling story about family.,8.747517,24959,7.8,es,War,https://image.tmdb.org/t/p/original/60839.jpg
2009-10-15,Origin,A compelling story about war.,2.226353,7703,4.7,en,"Fantasy, Crime",https://image.tmdb.org/t/p/original/89175.jpg
2011-07-16,Possessor 3,A compelling story about family.,5.029865,13228,4.7,pt,Drama,https://image.tmdb.org/t/p/original/55653.jpg
1998-03-17,Corsage 5,A compelling story about justice.,14.6471,4261,6.1,en,"Adventure, Comedy",https://image.tmdb.org/t/p/original/65620.jpg
2019-08-22,Wheel of Fortune and Fantasy,A compelling story about survival.,18.717255,20419,7.3,en,"Animation, History",https://image.tmdb.org/t/p/original/33023.jpg
2018-03-28,All of Us Strangers,A compelling story about survival.,5.630086,9315,5.6,zh,"Documentary, Western",https://image.tmdb.org/t/p/original/10628.jpg
2010-02-26,The Whale 3,A compelling story about family.,1.189314,27312,6.1,en,"Crime, History, Horror",https://image.tmdb.org/t/p/original/91865.jpg
2016-07-08,Cold War 4,A compelling story about justice.,9.91982,10600,7.4,en,Comedy,https://image.tmdb.org/t/p/original/45605.jpg
2015-06-18,Oppenheimer,A compelling story about love.,5.336773,22606,5.7,es,"Mystery, Horror, Animation",https://image.tmdb.org/t/p/original/76813.jpg
1992-11-15,Fight Club,A compelling story about adventure.,4.957793,19628,5.3,ja,"History, Western",https://image.tmdb.org/t/p/original/47295.jpg
2007-11-03,"I, Tonya 5",A compelling story about survival.,64.309035,25851,7.1,hi,War,https://image.tmdb.org/t/p/original/93990.jpg
2000-12-01,The Avengers,A compelling story about discovery.,19.157911,7672,4.6,it,"Action, Horror, Fantasy",https://image.tmdb.org/t/p/original/61427.jpg
2009-09-21,Eternals,A compelling story about love.,16.278223,23944,5.8,ko,Action,https://image.tmdb.org/t/p/original/20482.jpg
1997-11-18,Her Smell,A compelling story about friendship.,10.749385,3133,6.3,hi,"Horror, Family, TV Movie",https://image.tmdb.org/t/p/original/83063.jpg
1995-04-20,Speak No Evil,A compelling story about love.,11.205372,17047,6.8,en,"Action, Fantasy, Documentary",https://image.tmdb.org/t/p/original/17356.jpg
1993-10-17,Supernova,A compelling story about war.,15.569963,4168,7.2,en,Science Fiction,https://image.tmdb.org/t/p/original/29471.jpg
2002-08-17,Moonlight,A compelling story about friendship.,23.842848,8710,7.4,it,"Mystery, Comedy, Adventure",https://image.tmdb.org/t/p/original/78969.jpg
1991-02-22,Elvis,A compelling story about friendship.,24.223043,10541,5.8,en,"Science Fiction, War, Romance",https://image.tmdb.org/t/p/original/76891.jpg
2001-01-09,Drive My Car,A compelling story about war.,3.76745,27748,7.3,en,"Western, Animation",https://image.tmdb.org/t/p/original/29502.jpg
2003-04-27,The Post,A compelling story about survival.,13.867454,9889,6.8,it,Comedy,https://image.tmdb.org/t/p/original/38505.jpg
2018-02-26,The Avengers,A compelling story about friendship.,10.619141,5553,7.1,hi,War,https://image.tmdb.org/t/p/original/83797.jpg
2010-07-19,Booksmart,A compelling story about justice.,40.885653,13990,5.4,en,"Action, TV Movie",https://image.tmdb.org/t/p/original/75772.jpg
1992-08-28,Vice,A compelling story about survival.,19.961891,15166,7.0,en,"TV Movie, Animation",https://image.tmdb.org/t/p/original/80666.jpg
1991-06-14,Herself,A compelling story about survival.,15.207293,9590,6.0,en,"Science Fiction, Fantasy",https://image.tmdb.org/t/p/original/48289.jpg
2001-07-01,The Banshees of Inisherin 4,A compelling story about survival.,2.452273,18591,6.3,en,"Western, Comedy, Romance",https://image.tmdb.org/t/p/original/35336.jpg
2023-06-13,Crimes of the Future,A compelling story about friendship.,18.609715,3921,6.4,en,"Animation, Romance",https://image.tmdb.org/t/p/original/72293.jpg
2006-02-04,Herself,A compelling story about justice.,2.493221,13592,8.7,fr,"Romance, Thriller",https://image.tmdb.org/t/p/original/71527.jpg
1996-09-06,The Quiet Girl 2,A compelling story about adventure.,8.225838,11130,5.1,en,Western,https://image.tmdb.org/t/p/original/26441.jpg
