Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre,vote_category
2000,Black Panther: Wakanda Forever,0.002694,18742,7.7,Comedy,Good
2004,Dick Johnson Is Dead,14.313138,6860,6.1,Fantasy,Average
2004,Dick Johnson Is Dead,14.313138,6860,6.1,War,Average
2023,Joker,0.9597,20796,7.3,Drama,Good
2023,Joker,0.9597,20796,7.3,Mystery,Good
2023,Joker,0.9597,20796,7.3,Animation,Good
2003,Frozen,6.463962,760,5.3,Animation,Below Average
2003,Frozen,6.463962,760,5.3,Horror,Below Average
2003,Frozen,6.463962,760,5.3,Family,Below Average
2019,The Fabelmans 3,24.550049,25454,6.9,Family,Average
2019,The Fabelmans 3,24.550049,25454,6.9,Western,Average
2019,The Fabelmans 3,24.550049,25454,6.9,Mystery,Average
2017,Mad Max: Fury Road,1.294816,20456,5.0,History,Below Average
2017,Mad Max: Fury Road,1.294816,20456,5.0,Western,Below Average
2005,Goodfellas 2,36.569111,28553,5.9,Drama,Below Average
2005,Goodfellas 2,36.569111,28553,5.9,History,Below Average
2005,Goodfellas 2,36.569111,28553,5.9,Science Fiction,Below Average
2017,American Beauty,0.076545,23828,6.9,History,Average
2017,American Beauty,0.076545,23828,6.9,Family,Average
2017,American Beauty,0.076545,23828,6.9,Adventure,Average
1999,American Fiction 5,5.669123,24799,6.2,History,Average
2016,News of the World 3,27.011137,1627,7.3,Crime,Good
2016,News of the World 3,27.011137,1627,7.3,Romance,Good
2016,News of the World 3,27.011137,1627,7.3,Science Fiction,Good
2020,Doctor Strange in the Multiverse of Madness 5,7.603848,2540,7.0,Fantasy,Good
2020,Doctor Strange in the Multiverse of Madness 5,7.603848,2540,7.0,Horror,Good
2020,Doctor Strange in the Multiverse of Madness 5,7.603848,2540,7.0,Mystery,Good
2022,La La Land 5,2.149308,3343,5.8,Animation,Below Average
2022,La La Land 5,2.149308,3343,5.8,Comedy,Below Average
2023,Phantom Thread 2,8.933053,7244,7.8,Music,Good
2023,Phantom Thread 2,8.933053,7244,7.8,Mystery,Good
1996,Roma 4,6.304993,26183,6.7,Animation,Average
1996,Roma 4,6.304993,26183,6.7,Romance,Average
1996,Roma 4,6.304993,26183,6.7,Action,Average
2005,Tár,36.993523,22162,5.9,Mystery,Below Average
2005,Tár,36.993523,22162,5.9,History,Below Average
2005,Tár,36.993523,22162,5.9,Adventure,Below Average
1990,Ma Rainey's Black Bottom,7.518551,24101,6.4,Science Fiction,Average
1990,Ma Rainey's Black Bottom,7.518551,24101,6.4,TV Movie,Average
2016,The Innocent,31.111543,521,6.3,Romance,Average
2016,The Innocent,31.111543,521,6.3,Western,Average
2012,Return to Seoul,44.488818,14556,6.4,Animation,Average
1995,Judy,11.376773,5092,6.0,War,Average
1995,Judy,11.376773,5092,6.0,Documentary,Average
2009,The Trial of the Chicago 7,48.146281,23254,6.6,Mystery,Average
2009,The Trial of the Chicago 7,48.146281,23254,6.6,Comedy,Average
2009,The Trial of the Chicago 7,48.146281,23254,6.6,History,Average
2019,Call Me by Your Name 2,9.474388,16646,7.1,Thriller,Good
2019,Call Me by Your Name 2,9.474388,16646,7.1,Family,Good
2019,Call Me by Your Name 2,9.474388,16646,7.1,Action,Good
1991,Hillbilly Elegy,66.528339,20527,6.7,History,Average
1991,Hillbilly Elegy,66.528339,20527,6.7,War,Average
1998,Portrait of a Lady on Fire,1.870605,8830,6.7,Action,Average
1998,Portrait of a Lady on Fire,1.870605,8830,6.7,Crime,Average
1998,Portrait of a Lady on Fire,1.870605,8830,6.7,Science Fiction,Average
2001,Frozen,23.232273,3486,6.1,Thriller,Average
2001,Frozen,23.232273,3486,6.1,Crime,Average
2001,Frozen,23.232273,3486,6.1,Western,Average
2019,Another Round,13.617023,9188,5.1,Action,Below Average
1990,Barbie,9.808986,1735,4.8,Western,Poor
2014,Spider-Man: Into the Spider-Verse,20.032173,18487,5.4,Romance,Below Average
2014,Spider-Man: Into the Spider-Verse,20.032173,18487,5.4,History,Below Average
2014,Spider-Man: Into the Spider-Verse,20.032173,18487,5.4,Mystery,Below Average
2023,La La Land 2,24.338263,13775,5.7,Crime,Below Average
2023,La La Land 2,24.338263,13775,5.7,Comedy,Below Average
2017,The Silence of the Lambs 5,0.087456,1711,8.2,History,Excellent
2017,The Silence of the Lambs 5,0.087456,1711,8.2,Music,Excellent
2003,Booksmart,3.653306,8506,7.7,Mystery,Good
2003,Booksmart,3.653306,8506,7.7,Horror,Good
2003,Booksmart,3.653306,8506,7.7,Fantasy,Good
2011,The Irishman,24.968671,22228,5.5,War,Below Average
2022,Parasite,21.955378,12280,6.7,War,Average
2022,Parasite,21.955378,12280,6.7,History,Average
1993,Aftersun,67.655859,10482,6.1,Family,Average
1993,Aftersun,67.655859,10482,6.1,War,Average
2013,Titane,28.628997,20734,6.5,Mystery,Average
1992,The Godfather 4,60.226142,2817,5.5,Fantasy,Below Average
1992,The Godfather 4,60.226142,2817,5.5,Comedy,Below Average
1992,The Godfather 4,60.226142,2817,5.5,History,Below Average
2001,Sound of Metal,24.249544,15664,8.9,Science Fiction,Excellent
2001,Sound of Metal,24.249544,15664,8.9,Music,Excellent
1994,The Midnight Sky,7.077925,11088,8.4,Science Fiction,Excellent
1994,The Midnight Sky,7.077925,11088,8.4,Drama,Excellent
2003,Nyad,2.226788,28040,5.8,Animation,Below Average
2003,Nyad,2.226788,28040,5.8,Horror,Below Average
2003,Nyad,2.226788,28040,5.8,Romance,Below Average
2005,Braveheart,30.449052,22695,5.5,Science Fiction,Below Average
2005,Braveheart,30.449052,22695,5.5,Thriller,Below Average
2005,Braveheart,30.449052,22695,5.5,Crime,Below Average
2020,Sound of Metal,20.664876,7582,7.3,Animation,Good
2020,Sound of Metal,20.664876,7582,7.3,Music,Good
2020,Sound of Metal,20.664876,7582,7.3,Romance,Good
2003,Babylon,0.987713,17418,4.7,Drama,Poor
2004,Parasite,8.927319,28898,7.2,Action,Good
2004,Parasite,8.927319,28898,7.2,Crime,Good
2004,Parasite,8.927319,28898,7.2,Family,Good
2007,Finding Nemo,62.83821,19369,6.4,Thriller,Average
2017,May December,13.878996,8708,4.5,Drama,Poor
2017,May December,13.878996,8708,4.5,Animation,Poor
1994,"Quo Vadis, Aida?",11.338368,4866,6.0,History,Average
1994,"Quo Vadis, Aida?",11.338368,4866,6.0,Thriller,Average
2018,The Promised Land,12.238704,27537,5.4,Western,Below Average
2023,Napoleon,4.686181,6734,6.4,Mystery,Average
2023,Napoleon,4.686181,6734,6.4,TV Movie,Average
2008,Showing Up,9.199709,9255,6.3,Mystery,Average
2008,Showing Up,9.199709,9255,6.3,Music,Average
2013,The Avengers,9.234782,10876,4.6,Romance,Poor
2013,The Avengers,9.234782,10876,4.6,History,Poor
2013,The Avengers,9.234782,10876,4.6,Thriller,Poor
1994,The Gentlemen,1.075507,18961,5.8,War,Below Average
1995,Preparations to Be Together,29.183119,10106,6.9,Thriller,Average
2001,If Beale Street Could Talk,10.774368,28956,7.1,Family,Good
2001,If Beale Street Could Talk,10.774368,28956,7.1,Fantasy,Good
1996,"I, Tonya",34.539657,4597,5.8,Western,Below Average
1997,Monster,37.988854,4932,6.7,Comedy,Average
1997,Monster,37.988854,4932,6.7,Science Fiction,Average
2021,The Trial of the Chicago 7,4.764993,5056,6.5,Music,Average
2021,The Trial of the Chicago 7,4.764993,5056,6.5,Comedy,Average
2021,The Trial of the Chicago 7,4.764993,5056,6.5,Animation,Average
2003,Gladiator 4,21.421118,19288,6.1,Horror,Average
2003,Gladiator 4,21.421118,19288,6.1,Romance,Average
1991,Dick Johnson Is Dead 3,12.783857,7213,6.8,History,Average
1998,A Star Is Born,42.431411,23872,5.1,Adventure,Below Average
1998,A Star Is Born,42.431411,23872,5.1,Romance,Below Average
2016,Another Round,4.860311,15413,6.2,Crime,Average
1991,Nyad,22.652476,21668,4.3,Adventure,Poor
1994,Pain and Glory,18.717226,25686,6.1,Comedy,Average
1994,Pain and Glory,18.717226,25686,6.1,Mystery,Average
1994,Pain and Glory,18.717226,25686,6.1,Documentary,Average
2004,Braveheart,6.999704,28247,7.9,Romance,Good
2004,Braveheart,6.999704,28247,7.9,Western,Good
2011,Time,2.937565,9838,5.8,Documentary,Below Average
2011,Time,2.937565,9838,5.8,Science Fiction,Below Average
2011,Fast Color,21.090363,15807,7.8,Family,Good
2011,Fast Color,21.090363,15807,7.8,Drama,Good
2011,Fast Color,21.090363,15807,7.8,Documentary,Good
2010,Avatar,26.833875,26041,5.8,Mystery,Below Average
2023,Riders of Justice,7.585054,20007,4.9,Thriller,Poor
2019,Compartment No. 6 3,20.703321,48,7.0,Animation,Good
1998,Joker,10.054864,19478,6.8,Romance,Average
1998,Joker,10.054864,19478,6.8,TV Movie,Average
1998,Joker,10.054864,19478,6.8,Documentary,Average
2006,The Souvenir,24.979883,6275,9.0,Drama,Excellent
2006,The Souvenir,24.979883,6275,9.0,Romance,Excellent
2013,Spotlight,4.443263,28825,5.0,TV Movie,Below Average
2013,Spotlight,4.443263,28825,5.0,Animation,Below Average
2013,Spotlight,4.443263,28825,5.0,Crime,Below Average
1993,Drive My Car,44.184628,27317,6.6,Adventure,Average
2008,Black Panther: Wakanda Forever 4,6.77697,6608,6.7,Thriller,Average
2008,Black Panther: Wakanda Forever 4,6.77697,6608,6.7,War,Average
2000,The Revenant,9.170546,2425,7.5,Science Fiction,Good
2000,The Revenant,9.170546,2425,7.5,Documentary,Good
2000,The Revenant,9.170546,2425,7.5,Romance,Good
2008,Anatomy of a Fall,1.196952,17152,6.8,Comedy,Average
2008,Anatomy of a Fall,1.196952,17152,6.8,Music,Average
1999,The Whale,2.364688,20736,5.9,Western,Below Average
1999,The Whale,2.364688,20736,5.9,Animation,Below Average
1997,The Dark Knight 3,14.507702,23460,4.9,History,Poor
1997,The Dark Knight 3,14.507702,23460,4.9,Science Fiction,Poor
1997,The Dark Knight 3,14.507702,23460,4.9,Action,Poor
1998,Robot Dreams,6.228369,19510,6.6,Documentary,Average
2013,Pain and Glory,36.09449,17158,6.6,War,Average
2013,Pain and Glory,36.09449,17158,6.6,Drama,Average
2013,Pain and Glory,36.09449,17158,6.6,Fantasy,Average
1992,The Fabelmans 4,0.296048,27008,7.0,Music,Good
1992,The Fabelmans 4,0.296048,27008,7.0,History,Good
1992,The Fabelmans 4,0.296048,27008,7.0,Animation,Good
2012,The Batman 4,9.531513,25900,5.9,Fantasy,Below Average
2012,The Batman 4,9.531513,25900,5.9,Mystery,Below Average
2018,Portrait of a Lady on Fire 2,8.230032,28888,6.5,Thriller,Average
2009,The Trial of the Chicago 7 5,0.390337,28581,4.3,Comedy,Poor
2009,The Trial of the Chicago 7 5,0.390337,28581,4.3,Music,Poor
2009,The Trial of the Chicago 7 5,0.390337,28581,4.3,Adventure,Poor
2015,The Silence of the Lambs,2.656196,14316,5.0,Romance,Below Average
1999,Manchester by the Sea 5,10.676518,20423,7.3,Mystery,Good
1999,Manchester by the Sea 5,10.676518,20423,7.3,Music,Good
1999,Manchester by the Sea 5,10.676518,20423,7.3,Documentary,Good
1999,Dolemite Is My Name 5,13.579544,14587,6.4,Horror,Average
1999,Dolemite Is My Name 5,13.579544,14587,6.4,Drama,Average
1999,Dolemite Is My Name 5,13.579544,14587,6.4,Adventure,Average
2022,Uncut Gems,10.360018,11895,6.8,Fantasy,Average
2008,The Wolf of Wall Street 4,15.140393,11387,5.5,Music,Below Average
2008,The Wolf of Wall Street 4,15.140393,11387,5.5,Thriller,Below Average
1999,Get Out,18.083868,11068,5.3,TV Movie,Below Average
1999,Get Out,18.083868,11068,5.3,Mystery,Below Average
1999,Get Out,18.083868,11068,5.3,Horror,Below Average
2018,Passages,0.199468,22839,5.7,Documentary,Below Average
2018,Passages,0.199468,22839,5.7,Crime,Below Average
2018,Passages,0.199468,22839,5.7,War,Below Average
1997,If Beale Street Could Talk,12.475973,7453,6.5,Adventure,Average
1992,La La Land,66.208444,17711,7.0,Mystery,Good
1997,Les Misérables,14.639102,17094,5.9,Thriller,Below Average
1997,Les Misérables,14.639102,17094,5.9,Science Fiction,Below Average
2015,The Suicide Squad 3,22.635664,23921,4.2,Comedy,Poor
2015,The Suicide Squad 3,22.635664,23921,4.2,History,Poor
2004,Maestro,7.475372,4393,6.7,Crime,Average
2004,Maestro,7.475372,4393,6.7,Adventure,Average
1995,Jojo Rabbit,29.743643,26787,6.5,TV Movie,Average
2002,Perfect Days 5,29.649189,1603,6.8,Action,Average
2002,Perfect Days 5,29.649189,1603,6.8,Drama,Average
2002,Perfect Days 5,29.649189,1603,6.8,History,Average
2004,If Beale Street Could Talk 5,14.733459,14768,7.2,Action,Good
1991,Monster 5,74.605552,28573,7.1,Mystery,Good
1991,Monster 5,74.605552,28573,7.1,War,Good
1991,Monster 5,74.605552,28573,7.1,Science Fiction,Good
2018,Arrival 4,2.683208,29531,7.8,Animation,Good
1995,Jojo Rabbit,0.341858,20539,6.2,Action,Average
1995,Jojo Rabbit,0.341858,20539,6.2,Fantasy,Average
2002,The Two Popes,29.407282,25816,5.7,Romance,Below Average
2002,The Two Popes,29.407282,25816,5.7,Western,Below Average
2002,The Two Popes,29.407282,25816,5.7,TV Movie,Below Average
2022,Pain and Glory 5,32.917426,23101,7.4,Action,Good
2022,Pain and Glory 5,32.917426,23101,7.4,War,Good
2013,The Suicide Squad,2.561378,23391,7.3,Thriller,Good
2017,Corsage 5,6.173561,7036,5.9,Mystery,Below Average
2017,Corsage 5,6.173561,7036,5.9,Crime,Below Average
2017,Corsage 5,6.173561,7036,5.9,Comedy,Below Average
2013,Booksmart,0.354165,2622,7.5,Romance,Good
2012,Weathering with You 4,6.943224,11339,6.3,Comedy,Average
2012,Weathering with You 4,6.943224,11339,6.3,Crime,Average
2018,Bohemian Rhapsody 2,29.668609,23793,7.7,Adventure,Good
2003,The Eight Mountains,14.594586,1918,8.3,Mystery,Excellent
2003,The Eight Mountains,14.594586,1918,8.3,Horror,Excellent
2016,Babylon,8.557147,6964,9.4,Family,Excellent
2016,Babylon,8.557147,6964,9.4,Mystery,Excellent
2016,Babylon,8.557147,6964,9.4,Music,Excellent
2000,Showing Up,9.296001,15195,6.3,War,Average
2000,Showing Up,9.296001,15195,6.3,Action,Average
2000,Showing Up,9.296001,15195,6.3,Comedy,Average
2016,Spider-Man: No Way Home,0.027091,18184,7.9,Romance,Good
2016,Spider-Man: No Way Home,0.027091,18184,7.9,Music,Good
1995,Men,7.1278,24562,7.2,Comedy,Good
1995,Men,7.1278,24562,7.2,Family,Good
1995,Men,7.1278,24562,7.2,Romance,Good
2009,Knives Out,20.795102,15506,7.3,Documentary,Good
2009,Knives Out,20.795102,15506,7.3,Western,Good
2023,Titane,73.143309,2938,6.7,Adventure,Average
2014,Coco,37.5543,9290,7.3,Mystery,Good
2014,Coco,37.5543,9290,7.3,Animation,Good
2014,Coco,37.5543,9290,7.3,Action,Good
2016,May December,0.477556,7691,4.6,Comedy,Poor
2016,Little Women,45.765875,21645,6.2,Action,Average
2019,Fight Club,30.575454,26967,5.4,Music,Below Average
2019,Fight Club,30.575454,26967,5.4,Action,Below Average
2019,Fight Club,30.575454,26967,5.4,Mystery,Below Average
1998,Her Smell,30.316777,4137,5.3,Western,Below Average
2014,Malcolm & Marie,12.249629,4973,4.5,Thriller,Poor
2014,Malcolm & Marie,12.249629,4973,4.5,War,Poor
2021,Little Women 5,10.150133,27531,5.6,History,Below Average
2009,Soul,7.216979,11771,6.0,War,Average
2009,Soul,7.216979,11771,6.0,Animation,Average
2009,Soul,7.216979,11771,6.0,Fantasy,Average
2021,Maestro 3,1.359044,13564,6.4,Action,Average
2021,Maestro 3,1.359044,13564,6.4,War,Average
2019,Fast Color,5.181513,21705,6.2,Fantasy,Average
1990,Carol 3,5.663276,9367,7.5,Science Fiction,Good
1990,Carol 3,5.663276,9367,7.5,History,Good
1990,Carol 3,5.663276,9367,7.5,Action,Good
2009,Borat Subsequent Moviefilm 3,13.235958,25186,5.1,Science Fiction,Below Average
2009,Borat Subsequent Moviefilm 3,13.235958,25186,5.1,History,Below Average
2009,Borat Subsequent Moviefilm 3,13.235958,25186,5.1,Drama,Below Average
2020,Finding Nemo,27.522478,18419,3.9,History,Very Poor
2020,Finding Nemo,27.522478,18419,3.9,Western,Very Poor
2008,The Silence of the Lambs 4,12.841852,26170,6.8,Science Fiction,Average
2021,EO,1.191698,24209,6.1,Mystery,Average
2021,EO,1.191698,24209,6.1,Romance,Average
2005,Pulp Fiction 4,63.301868,997,6.1,Animation,Average
2005,Pulp Fiction 4,63.301868,997,6.1,Mystery,Average
2007,Room,57.197583,21704,5.3,Animation,Below Average
2013,Avatar 2,30.759985,1975,7.3,Documentary,Good
2017,Godzilla Minus One,94.95289,7326,5.7,Western,Below Average
2020,The Innocent,15.726416,26025,5.1,Music,Below Average
1997,Judy 4,65.811922,29201,8.2,Comedy,Excellent
1991,Collective 4,1.572317,14056,7.0,Western,Good
1991,Collective 4,1.572317,14056,7.0,Thriller,Good
1991,Collective 4,1.572317,14056,7.0,Mystery,Good
1993,One Night in Miami,9.104058,878,6.2,Adventure,Average
2019,The Teachers' Lounge,5.107687,18457,3.3,Crime,Very Poor
2012,Interstellar,4.358968,17523,5.9,Mystery,Below Average
2007,Black Widow,3.03514,4388,6.2,TV Movie,Average
2007,Black Widow,3.03514,4388,6.2,Action,Average
2012,Saint Omer 3,19.479119,15473,8.0,Science Fiction,Excellent
2012,Saint Omer 3,19.479119,15473,8.0,Crime,Excellent
2012,Saint Omer 3,19.479119,15473,8.0,Mystery,Excellent
2008,The Lighthouse,30.403086,29042,4.1,Thriller,Poor
2008,The Lighthouse,30.403086,29042,4.1,Adventure,Poor
2008,The Lighthouse,30.403086,29042,4.1,Horror,Poor
1994,Napoleon,17.269146,28315,8.1,Animation,Excellent
1994,Napoleon,17.269146,28315,8.1,Comedy,Excellent
1994,Napoleon,17.269146,28315,8.1,Family,Excellent
2001,Fallen Leaves,3.17904,21548,6.7,War,Average
2001,Fallen Leaves,3.17904,21548,6.7,Drama,Average
2001,Fallen Leaves,3.17904,21548,6.7,Adventure,Average
2000,La La Land,33.333267,22650,4.8,Action,Poor
2000,La La Land,33.333267,22650,4.8,Fantasy,Poor
2000,La La Land,33.333267,22650,4.8,Horror,Poor
2010,Crimes of the Future,20.20954,22845,7.3,TV Movie,Good
2010,Crimes of the Future,20.20954,22845,7.3,Animation,Good
2010,Crimes of the Future,20.20954,22845,7.3,Mystery,Good
2009,Evil Does Not Exist 4,9.825876,18328,5.9,Thriller,Below Average
2009,Evil Does Not Exist 4,9.825876,18328,5.9,Documentary,Below Average
2009,Evil Does Not Exist 4,9.825876,18328,5.9,Animation,Below Average
2013,The Son,22.425153,13256,4.2,Family,Poor
2013,The Son,22.425153,13256,4.2,Action,Poor
2013,The Son,22.425153,13256,4.2,Fantasy,Poor
2012,News of the World 5,6.019534,1086,5.7,Adventure,Below Average
1998,The Teachers' Lounge,8.468271,21594,6.5,War,Average
2013,The Silence of the Lambs 3,49.895708,18033,6.3,Western,Average
2013,The Silence of the Lambs 3,49.895708,18033,6.3,Adventure,Average
2011,The Worst Person in the World,6.864023,15179,7.0,Documentary,Good
2011,The Worst Person in the World,6.864023,15179,7.0,Thriller,Good
2003,Perfect Days,12.697123,25978,7.5,Comedy,Good
2004,Supernova 3,44.171176,6395,4.9,War,Poor
2023,Nyad,24.600953,8232,6.2,Mystery,Average
2023,Nyad,24.600953,8232,6.2,Music,Average
1997,Priscilla 5,1.28444,24390,5.5,Thriller,Below Average
1997,Priscilla 5,1.28444,24390,5.5,Documentary,Below Average
1994,Waves,3.187021,17097,4.7,Fantasy,Poor
1998,May December,0.15745,25454,6.1,Documentary,Average
2012,Corsage,19.934934,5490,6.7,Mystery,Average
2012,Corsage,19.934934,5490,6.7,Horror,Average
2012,Corsage,19.934934,5490,6.7,Action,Average
2013,The Banshees of Inisherin,11.872316,24818,6.8,Family,Average
2013,The Banshees of Inisherin,11.872316,24818,6.8,TV Movie,Average
2013,The Banshees of Inisherin,11.872316,24818,6.8,History,Average
2018,Happening,2.883756,7787,5.7,Adventure,Below Average
2011,Jojo Rabbit 5,63.370367,29739,5.0,Western,Below Average
2009,Forrest Gump 4,15.085977,5372,5.4,Western,Below Average
2009,Forrest Gump 4,15.085977,5372,5.4,Documentary,Below Average
1997,Uncut Gems,5.538623,960,3.9,Documentary,Very Poor
1999,The Disciple,13.887101,8260,4.8,Western,Poor
1999,The Disciple,13.887101,8260,4.8,Documentary,Poor
2009,Happening 4,22.764971,2828,4.9,Fantasy,Poor
2009,Happening 4,22.764971,2828,4.9,Western,Poor
2009,Happening 4,22.764971,2828,4.9,War,Poor
1998,Midsommar,1.586043,3610,7.2,Mystery,Good
1997,Finding Nemo 4,6.423504,11351,7.2,Animation,Good
1997,Finding Nemo 4,6.423504,11351,7.2,Music,Good
2020,Dunkirk,32.897726,15063,8.8,Documentary,Excellent
2020,Dunkirk,32.897726,15063,8.8,Crime,Excellent
2020,Dunkirk,32.897726,15063,8.8,War,Excellent
2002,Mad Max: Fury Road,12.311314,24887,6.5,Western,Average
2022,Preparations to Be Together,15.818603,24239,5.6,Mystery,Below Average
2022,Preparations to Be Together,15.818603,24239,5.6,Fantasy,Below Average
2020,The Holdovers 2,11.34143,27436,6.2,Mystery,Average
2020,The Holdovers 2,11.34143,27436,6.2,Animation,Average
2020,The Holdovers 2,11.34143,27436,6.2,Drama,Average
1992,Napoleon,0.897854,19338,6.0,War,Average
1992,Napoleon,0.897854,19338,6.0,Documentary,Average
1992,Napoleon,0.897854,19338,6.0,Music,Average
1990,Fast Color 4,3.624438,14343,5.4,Western,Below Average
1990,Fast Color 4,3.624438,14343,5.4,Comedy,Below Average
1997,Babylon,11.795271,6265,6.6,Family,Average
1997,Babylon,11.795271,6265,6.6,Documentary,Average
2002,The Shape of Water,4.693836,23974,6.4,Comedy,Average
2012,BlacKkKlansman,1.025424,26509,6.1,Thriller,Average
2012,BlacKkKlansman,1.025424,26509,6.1,Documentary,Average
2012,BlacKkKlansman,1.025424,26509,6.1,Fantasy,Average
1999,Judas and the Black Messiah,37.113121,24902,5.8,Mystery,Below Average
1999,Judas and the Black Messiah,37.113121,24902,5.8,Adventure,Below Average
2012,Parasite,79.470022,26474,7.0,Animation,Good
2012,Parasite,79.470022,26474,7.0,TV Movie,Good
2022,Downsizing 3,31.514539,21658,5.5,Adventure,Below Average
2005,Perfect Days 4,38.453532,10917,5.7,Adventure,Below Average
2005,Perfect Days 4,38.453532,10917,5.7,War,Below Average
2005,Perfect Days 4,38.453532,10917,5.7,Romance,Below Average
1994,Hell or High Water,5.540834,29371,6.8,Science Fiction,Average
1990,Elvis,64.693487,26467,7.4,Action,Good
1990,Elvis,64.693487,26467,7.4,TV Movie,Good
1990,Elvis,64.693487,26467,7.4,Thriller,Good
2002,Dolemite Is My Name,4.386161,16017,7.3,Drama,Good
1990,Vice 2,60.494906,14251,5.9,Family,Below Average
1990,Vice 2,60.494906,14251,5.9,TV Movie,Below Average
2003,The Florida Project,105.256279,12100,4.7,History,Poor
2003,The Florida Project,105.256279,12100,4.7,Science Fiction,Poor
2003,The Florida Project,105.256279,12100,4.7,Drama,Poor
2020,"Quo Vadis, Aida?",24.876656,12315,5.9,Fantasy,Below Average
2001,Pain and Glory,79.418198,23912,6.3,Adventure,Average
1996,The Quiet Girl,16.858007,24516,4.9,Music,Poor
1996,The Quiet Girl,16.858007,24516,4.9,Science Fiction,Poor
1996,The Quiet Girl,16.858007,24516,4.9,Adventure,Poor
2012,Coco,6.009721,17572,5.8,Family,Below Average
2012,Coco,6.009721,17572,5.8,Romance,Below Average
2012,Coco,6.009721,17572,5.8,Music,Below Average
2003,A Star Is Born,11.489367,20249,7.6,Music,Good
2003,A Star Is Born,11.489367,20249,7.6,Documentary,Good
2003,A Star Is Born,11.489367,20249,7.6,Horror,Good
2016,Braveheart 3,18.006425,13075,6.4,Action,Average
2016,Braveheart 3,18.006425,13075,6.4,Thriller,Average
2010,Knives Out 4,1.517794,12657,5.6,Documentary,Below Average
2010,Knives Out 4,1.517794,12657,5.6,Thriller,Below Average
2010,Knives Out 4,1.517794,12657,5.6,Western,Below Average
1997,Spider-Man: Into the Spider-Verse,19.475392,8533,6.2,Action,Average
1997,Spider-Man: Into the Spider-Verse,19.475392,8533,6.2,Fantasy,Average
1997,Spider-Man: Into the Spider-Verse,19.475392,8533,6.2,Romance,Average
2021,The Batman,79.454404,6047,6.3,Western,Average
2021,The Batman,79.454404,6047,6.3,War,Average
2021,The Batman,79.454404,6047,6.3,Animation,Average
2008,Past Lives 3,4.217079,537,5.8,Science Fiction,Below Average
1992,The Godfather,31.461649,18453,7.1,Animation,Good
2021,Les Misérables,47.697345,9300,4.0,Family,Poor
2021,Les Misérables,47.697345,9300,4.0,Thriller,Poor
2021,Les Misérables,47.697345,9300,4.0,Adventure,Poor
2008,The Matrix,57.541781,221,6.8,Romance,Average
2009,The Revenant,64.445434,18108,5.5,Animation,Below Average
2009,The Revenant,64.445434,18108,5.5,Mystery,Below Average
2009,The Revenant,64.445434,18108,5.5,Thriller,Below Average
2018,Spotlight,14.740294,19082,7.5,Mystery,Good
2016,The Innocent,75.714776,10532,4.7,Thriller,Poor
2016,The Innocent,75.714776,10532,4.7,Documentary,Poor
2016,The Innocent,75.714776,10532,4.7,Western,Poor
2017,Monster,28.319424,19660,7.3,Crime,Good
1994,Wild Rose,3.526903,15125,5.3,History,Below Average
2013,Memory Box,12.959657,5159,6.6,Adventure,Average
2021,Fallen Leaves,25.340466,9234,5.6,Romance,Below Average
2015,Marriage Story,5.682842,17726,7.6,Comedy,Good
1995,Poor Things,20.467231,13631,6.0,War,Average
2015,Brooklyn,21.968275,6830,5.3,Action,Below Average
1996,Nope 4,3.551451,14771,7.9,Drama,Good
1996,Nope 4,3.551451,14771,7.9,Documentary,Good
1996,Nope 4,3.551451,14771,7.9,Action,Good
1994,Pain and Glory,16.652108,10042,5.9,Animation,Below Average
1994,Pain and Glory,16.652108,10042,5.9,History,Below Average
1994,Pain and Glory,16.652108,10042,5.9,Family,Below Average
2011,The Matrix,29.535493,22285,6.8,Comedy,Average
2011,The Matrix,29.535493,22285,6.8,Family,Average
2011,The Matrix,29.535493,22285,6.8,Fantasy,Average
2015,Aftersun,13.818819,21080,7.3,Horror,Good
2017,Riceboy Sleeps,0.243539,14012,5.1,Animation,Below Average
2007,Gladiator,0.181591,10340,6.7,Animation,Average
2007,Gladiator,0.181591,10340,6.7,TV Movie,Average
2007,Gladiator,0.181591,10340,6.7,Documentary,Average
2007,BlacKkKlansman,8.833124,12753,6.9,Adventure,Average
2012,Riceboy Sleeps,52.126324,20485,4.3,Family,Poor
2012,Riceboy Sleeps,52.126324,20485,4.3,Animation,Poor
2015,Another Round 2,5.192955,16837,6.6,Western,Average
2007,Women Talking,20.122323,28760,5.8,Crime,Below Average
2007,Women Talking,20.122323,28760,5.8,War,Below Average
2019,Vice 4,5.022526,26084,8.1,Thriller,Excellent
2019,Vice 4,5.022526,26084,8.1,Documentary,Excellent
2019,Vice 4,5.022526,26084,8.1,TV Movie,Excellent
2006,Spider-Man: Into the Spider-Verse,7.762427,17320,7.2,Science Fiction,Good
2006,Spider-Man: Into the Spider-Verse,7.762427,17320,7.2,Animation,Good
2004,Society of the Snow,37.683034,22640,6.7,Adventure,Average
1991,Killers of the Flower Moon,26.102506,17016,3.8,Crime,Very Poor
1991,Killers of the Flower Moon,26.102506,17016,3.8,Family,Very Poor
1993,Cold War 2,2.005232,9681,6.7,Thriller,Average
1993,Cold War 2,2.005232,9681,6.7,Mystery,Average
1993,Cold War 2,2.005232,9681,6.7,TV Movie,Average
1991,The Son 5,11.196887,19431,5.3,Western,Below Average
